caminho_original,caminho_processado,classe,classe_bruta,status_geral,origem_dataset,largura,altura,proporcao,tem_alpha,borda_fundo_estudio,borda_fracao_dessaturada
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper265_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,False,0.105
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper266_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,False,0.13
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper267_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,False,0.011
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper268_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,False,0.013
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper269_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,False,0.011
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper26_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,False,0.02
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper270_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,True,0.154
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper271_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,True,0.224
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper272_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,True,0.27
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper273_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,False,0.123
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper274_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,False,0.111
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper275_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,True,0.204
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper276_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,False,0.048
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper277_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,False,0.0
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper278_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,False,0.014
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper279_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,False,0.0
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper27_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,True,0.241
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper280_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,False,0.0
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper281_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,False,0.0
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper282_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,False,0.0
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper283_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,False,0.04
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper284_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,False,0.0
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper285_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,False,0.032
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper286_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,False,0.001
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper287_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,True,0.556
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper288_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,True,0.616
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize fall armyworm\fall armyworm59_.jpg,,Lagarta_do_Cartucho,Maize fall armyworm,praga,internet,400,400,1.0,False,True,0.697
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize fall armyworm\fall armyworm5_.jpg,,Lagarta_do_Cartucho,Maize fall armyworm,praga,internet,400,400,1.0,False,False,0.019
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize fall armyworm\fall armyworm60_.jpg,,Lagarta_do_Cartucho,Maize fall armyworm,praga,internet,400,400,1.0,False,True,0.703
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize fall armyworm\fall armyworm61_.jpg,,Lagarta_do_Cartucho,Maize fall armyworm,praga,internet,400,400,1.0,False,False,0.0
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize fall armyworm\fall armyworm62_.jpg,,Lagarta_do_Cartucho,Maize fall armyworm,praga,internet,400,400,1.0,False,False,0.0
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize fall armyworm\fall armyworm63_.jpg,,Lagarta_do_Cartucho,Maize fall armyworm,praga,internet,400,400,1.0,False,False,0.098
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize fall armyworm\fall armyworm64_.jpg,,Lagarta_do_Cartucho,Maize fall armyworm,praga,internet,400,400,1.0,False,False,0.035
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize fall armyworm\fall armyworm65_.jpg,,Lagarta_do_Cartucho,Maize fall armyworm,praga,internet,400,400,1.0,False,False,0.013
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize fall armyworm\fall armyworm66_.jpg,,Lagarta_do_Cartucho,Maize fall armyworm,praga,internet,400,400,1.0,False,False,0.007
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize fall armyworm\fall armyworm67_.jpg,,Lagarta_do_Cartucho,Maize fall armyworm,praga,internet,400,400,1.0,False,False,0.017
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize fall armyworm\fall armyworm68_.jpg,,Lagarta_do_Cartucho,Maize fall armyworm,praga,internet,400,400,1.0,False,False,0.003
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize fall armyworm\fall armyworm69_.jpg,,Lagarta_do_Cartucho,Maize fall armyworm,praga,internet,400,400,1.0,False,False,0.013
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize fall armyworm\fall armyworm6_.jpg,,Lagarta_do_Cartucho,Maize fall armyworm,praga,internet,400,400,1.0,False,False,0.001
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize fall armyworm\fall armyworm70_.jpg,,Lagarta_do_Cartucho,Maize fall armyworm,praga,internet,400,400,1.0,False,False,0.021
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize fall armyworm\fall armyworm71_.jpg,,Lagarta_do_Cartucho,Maize fall armyworm,praga,internet,400,400,1.0,False,False,0.004
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize fall armyworm\fall armyworm72_.jpg,,Lagarta_do_Cartucho,Maize fall armyworm,praga,internet,400,400,1.0,False,False,0.061
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize fall armyworm\fall armyworm73_.jpg,,Lagarta_do_Cartucho,Maize fall armyworm,praga,internet,400,400,1.0,False,False,0.047
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize fall armyworm\fall armyworm74_.jpg,,Lagarta_do_Cartucho,Maize fall armyworm,praga,internet,400,400,1.0,False,False,0.0
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize fall armyworm\fall armyworm75_.jpg,,Lagarta_do_Cartucho,Maize fall armyworm,praga,internet,400,400,1.0,False,False,0.0
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize fall armyworm\fall armyworm76_.jpg,,Lagarta_do_Cartucho,Maize fall armyworm,praga,internet,400,400,1.0,False,False,0.0
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize fall armyworm\fall armyworm77_.jpg,,Lagarta_do_Cartucho,Maize fall armyworm,praga,internet,400,400,1.0,False,False,0.0
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize fall armyworm\fall armyworm78_.jpg,,Lagarta_do_Cartucho,Maize fall armyworm,praga,internet,400,400,1.0,False,False,0.0
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize fall armyworm\fall armyworm79_.jpg,,Lagarta_do_Cartucho,Maize fall armyworm,praga,internet,400,400,1.0,False,False,0.0
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize fall armyworm\fall armyworm7_.jpg,,Lagarta_do_Cartucho,Maize fall armyworm,praga,internet,400,400,1.0,False,False,0.058
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize fall armyworm\fall armyworm80_.jpg,,Lagarta_do_Cartucho,Maize fall armyworm,praga,internet,400,400,1.0,False,False,0.0
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize fall armyworm\fall armyworm81_.jpg,,Lagarta_do_Cartucho,Maize fall armyworm,praga,internet,400,400,1.0,False,True,0.473
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize fall armyworm\fall armyworm82_.jpg,,Lagarta_do_Cartucho,Maize fall armyworm,praga,internet,400,400,1.0,False,True,0.316
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize fall armyworm\fall armyworm83_.jpg,,Lagarta_do_Cartucho,Maize fall armyworm,praga,internet,400,400,1.0,False,True,0.314
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize fall armyworm\fall armyworm84_.jpg,,Lagarta_do_Cartucho,Maize fall armyworm,praga,internet,400,400,1.0,False,True,0.243
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize fall armyworm\fall armyworm85_.jpg,,Lagarta_do_Cartucho,Maize fall armyworm,praga,internet,400,400,1.0,False,True,0.32
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize fall armyworm\fall armyworm86_.jpg,,Lagarta_do_Cartucho,Maize fall armyworm,praga,internet,400,400,1.0,False,True,0.154
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize fall armyworm\fall armyworm87_.jpg,,Lagarta_do_Cartucho,Maize fall armyworm,praga,internet,400,400,1.0,False,False,0.0
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize fall armyworm\fall armyworm88_.jpg,,Lagarta_do_Cartucho,Maize fall armyworm,praga,internet,400,400,1.0,False,False,0.0
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize fall armyworm\fall armyworm89_.jpg,,Lagarta_do_Cartucho,Maize fall armyworm,praga,internet,400,400,1.0,False,False,0.0
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize fall armyworm\fall armyworm8_.jpg,,Lagarta_do_Cartucho,Maize fall armyworm,praga,internet,400,400,1.0,False,True,0.357
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize fall armyworm\fall armyworm90_.jpg,,Lagarta_do_Cartucho,Maize fall armyworm,praga,internet,400,400,1.0,False,False,0.0
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize fall armyworm\fall armyworm91_.jpg,,Lagarta_do_Cartucho,Maize fall armyworm,praga,internet,400,400,1.0,False,False,0.0
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize fall armyworm\fall armyworm92_.jpg,,Lagarta_do_Cartucho,Maize fall armyworm,praga,internet,400,400,1.0,False,False,0.0
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize fall armyworm\fall armyworm93_.jpg,,Lagarta_do_Cartucho,Maize fall armyworm,praga,internet,400,400,1.0,False,False,0.0
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize fall armyworm\fall armyworm94_.jpg,,Lagarta_do_Cartucho,Maize fall armyworm,praga,internet,400,400,1.0,False,False,0.0
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize fall armyworm\fall armyworm95_.jpg,,Lagarta_do_Cartucho,Maize fall armyworm,praga,internet,400,400,1.0,False,False,0.0
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize fall armyworm\fall armyworm96_.jpg,,Lagarta_do_Cartucho,Maize fall armyworm,praga,internet,400,400,1.0,False,False,0.0
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize fall armyworm\fall armyworm97_.jpg,,Lagarta_do_Cartucho,Maize fall armyworm,praga,internet,400,400,1.0,False,False,0.0
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize fall armyworm\fall armyworm98_.jpg,,Lagarta_do_Cartucho,Maize fall armyworm,praga,internet,400,400,1.0,False,False,0.0
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize fall armyworm\fall armyworm99_.jpg,,Lagarta_do_Cartucho,Maize fall armyworm,praga,internet,400,400,1.0,False,False,0.0
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize fall armyworm\fall armyworm9_.jpg,,Lagarta_do_Cartucho,Maize fall armyworm,praga,internet,400,400,1.0,False,False,0.001
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize fall armyworm\leaf blight802_.jpg,,Lagarta_do_Cartucho,Maize fall armyworm,praga,internet,400,400,1.0,False,False,0.006
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize fall armyworm\leaf blight803_.jpg,,Lagarta_do_Cartucho,Maize fall armyworm,praga,internet,400,400,1.0,False,False,0.007
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize fall armyworm\leaf blight804_.jpg,,Lagarta_do_Cartucho,Maize fall armyworm,praga,internet,400,400,1.0,False,False,0.008
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize fall armyworm\leaf blight805_.jpg,,Lagarta_do_Cartucho,Maize fall armyworm,praga,internet,400,400,1.0,False,False,0.008
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize fall armyworm\leaf blight806_.jpg,,Lagarta_do_Cartucho,Maize fall armyworm,praga,internet,400,400,1.0,False,False,0.007
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize fall armyworm\leaf spot832_.jpg,,Lagarta_do_Cartucho,Maize fall armyworm,praga,internet,93,107,0.869,False,False,0.005
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize fall armyworm\leaf spot833_.jpg,,Lagarta_do_Cartucho,Maize fall armyworm,praga,internet,188,184,1.022,False,False,0.005
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize fall armyworm\leaf spot834_.jpg,,Lagarta_do_Cartucho,Maize fall armyworm,praga,internet,400,400,1.0,False,False,0.008
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize fall armyworm\leaf spot835_.jpg,,Lagarta_do_Cartucho,Maize fall armyworm,praga,internet,207,205,1.01,False,False,0.003
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper100_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,False,0.008
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper101_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,False,0.001
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper102_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,False,0.04
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper103_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,False,0.075
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper104_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,False,0.117
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper105_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,False,0.088
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper106_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,False,0.001
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper107_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,False,0.002
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper108_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,False,0.081
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper109_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,True,0.718
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper10_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,False,0.0
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper110_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,False,0.119
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper111_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,False,0.02
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper112_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,False,0.147
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper113_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,False,0.027
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper114_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,False,0.042
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper115_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,True,0.202
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper116_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,True,0.165
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper117_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,False,0.006
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper118_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,False,0.02
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper119_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,False,0.033
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper11_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,False,0.0
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper120_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,False,0.025
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper121_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,False,0.0
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper122_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,False,0.025
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper123_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,False,0.128
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper124_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,False,0.101
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper125_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,False,0.091
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper126_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,False,0.035
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper127_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,False,0.069
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper128_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,True,0.171
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper129_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,False,0.07
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper12_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,True,0.228
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper130_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,False,0.076
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper131_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,False,0.04
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper132_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,False,0.134
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper133_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,True,0.23
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper134_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,False,0.121
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper135_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,False,0.143
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper136_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,True,0.194
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper137_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,False,0.058
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper138_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,True,0.241
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper139_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,True,0.221
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper13_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,False,0.006
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper140_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,False,0.04
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper141_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,False,0.05
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper142_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,False,0.094
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper143_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,False,0.037
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper144_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,False,0.095
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper145_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,False,0.022
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper146_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,False,0.041
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper147_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,True,0.401
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper148_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,False,0.037
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper149_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,False,0.022
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper14_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,False,0.147
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper150_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,False,0.075
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper151_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,False,0.027
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper152_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,False,0.031
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper153_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,True,0.291
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper154_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,False,0.042
C:\Users\Mauro\Documents\GitHub\blick-model\data\raw\internet\Maize grasshoper\grasshoper155_.jpg,,Gafanhoto,Maize grasshoper,praga,internet,400,400,1.0,False,False,0.0
